,,,,,, 2120 , 2120 ,,,
 6 ,GOVERNMENT PRIMERY ,UC-1 KHALISA-I ,016011205,-, 622,, 622, 4,, 4
,SCHOOL BOYS SARBALAND ,CAMBO PARHI ,,,,,,,,
,PURA NO.1 (MALE) PS-3,PURA GARHI ,,,,,,,,
,,REHIM DAD ,,,,,,,,
,,MOMIN TOWN ,,,,,,,,
,,PATIALLY ,,,,,,,,
,,GHARI COLONY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,ISMAIL  PURA,,,,,,,,
,,-,016011206,-, 605,, 605,,,
,,-,016011204,-, 982,, 982,,,
,,,,, 2209 ,, 2209 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 2 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 7 ,GOVERNMENT MIDDLE ,UC-1 KHALISA-I ,016011205,-,, 459, 459,, 3, 3
,SCHOOL FOR BOYS PAHARI ,CAMBO PARHI ,,,,,,,,
,PURA (FEMALE),PURA GARHI ,,,,,,,,
,,REHIM DAD ,,,,,,,,
,,MOMIN TOWN ,,,,,,,,
,,PATIALLY ,,,,,,,,
,,GHANI COLONY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,ISMAIL PARHI ,,,,,,,,
,,PURA,,,,,,,,
,,-,016011206,-,, 406, 406,,,
,,-,016011204,-,, 554, 554,,,
,,,,,, 1419 , 1419 ,,,
 8 ,GOVERNMENT PRIMARY ,UC-2 KHALISA-II ,016010401,-, 487,, 487, 2,, 2
,SCHOOL ZARYAB COLONY NO 4 ,ANWAR ,,,,,,,,
,(MALE) PS-I,COLONY ,,,,,,,,
,,DALARAK ,,,,,,,,
,,ROAD ,,,,,,,,
,,JEHANGIR ,,,,,,,,
,,ABAD NO 1 ,,,,,,,,
,,LATIF ABAD ,,,,,,,,
,,(JALARIAN) ,,,,,,,,
,,SHAWALI ,,,,,,,,
,,COLONY ,,,,,,,,
,,WAZIR ,,,,,,,,
,,COLONY ,,,,,,,,
,,(JALARIAN) ,,,,,,,,
,,KHALID BIN ,,,,,,,,
,,WALID  ,,,,,,,,
,,COLONY ,,,,,,,,
,,ANISABAD NO 3 ,,,,,,,,
,,LATIFABAD(JAL,,,,,,,,
,,ARIAN),,,,,,,,
,,-,016010402,-, 716,, 716,,,
,,,,, 1203 ,, 1203 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 3 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 9 ,GOVERNMENT PRIMARY ,ANWAR ,016010403,-, 1216,, 1216, 4,, 4
,SCHOOL ZARYAB COLONY NO 4 ,COLONY ,,,,,,,,
,(MALE) PS-2,DALARAK ,,,,,,,,
,,ROAD ,,,,,,,,
,,JEHANGIR ,,,,,,,,
,,ABAD NO 1 ,,,,,,,,
,,LATIF ABAD ,,,,,,,,
,,(JALARIAN) ,,,,,,,,
,,SHAWALI ,,,,,,,,
,,COLONY ,,,,,,,,
,,WAZIR ,,,,,,,,
,,COLONY ,,,,,,,,
,,(JALARIAN)KHA,,,,,,,,
,,LID BIN WALID ,,,,,,,,
,,COLONY ,,,,,,,,
,,ANISABAD NO 3 ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,(JALARIAN),,,,,,,,
,,-,016010501,-, 1216,, 1216,,,
,,,,, 2432 ,, 2432 ,,,
 10 ,GOVERNMENT PRIMARY ,UC-2 ,016010401,-,, 286, 286,, 3, 3
,SCHOOL BOYS FOR BOYS ,KHALISA-IIANW,,,,,,,,
,STREET NO 30 LATIF ABAD ,AR COLONY ,,,,,,,,
,(FEMALE) PS-I,DALARAK ,,,,,,,,
,,ROAD ,,,,,,,,
,,JEHANGIR ,,,,,,,,
,,ABAD NO 1 ,,,,,,,,
,,LATIF ABAD ,,,,,,,,
,,(JALARIAN) ,,,,,,,,
,,SHAWALI ,,,,,,,,
,,COLONY ,,,,,,,,
,,WAZIR ,,,,,,,,
,,COLONY ,,,,,,,,
,,(JALARIAN)KHA,,,,,,,,
,,LID BIN WALID ,,,,,,,,
,,COLONY ,,,,,,,,
,,ANISABAD NO 3 ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,(JALARIAN),,,,,,,,
,,-,016010402,-,, 365, 365,,,
,,-,016010403,-,, 439, 439,,,
,,-,016010501,-,, 634, 634,,,
,,,,,, 1724 , 1724 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 4 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 11 ,O/O SDO WAPDA GUL QELA ,UC-2 KHALISA-II ,016010502,-, 731,, 731, 4,, 4
,SUB DIVISION SHALIMAR ,LATIF ABAD ,,,,,,,,
,COLONY (JALARIAN) (MALE),ROAD ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,JALARIAN ,,,,,,,,
,,LATIF ABAD ,,,,,,,,
,,ROAD GARHI ,,,,,,,,
,,BALOCH  ,,,,,,,,
,,(PARTIALLAY) ,,,,,,,,
,,ALIF KHAN ,,,,,,,,
,,KILLI,,,,,,,,
,,-,016010601,-, 409,, 409,,,
,,-,016010602,-, 1184,, 1184,,,
,,-,016010701,-, 589,, 589,,,
,,,,, 2913 ,, 2913 ,,,
 12 ,GPS FOR BOYS LITIF ABAD ,UC-2 ,016010502,-,, 359, 359,, 4, 4
,(FEMALE) PS-2,KHALISA-IILATI,,,,,,,,
,,F ABAD ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,JALARIAN ,,,,,,,,
,,LATIF ABAD ,,,,,,,,
,,ROAD GARHI ,,,,,,,,
,,BALOCH ABAD ,,,,,,,,
,,(PARTIALLY) ,,,,,,,,
,,ALIF KHAN ,,,,,,,,
,,KILLI,,,,,,,,
,,-,016010601,-,, 246, 246,,,
,,-,016010602,-,, 779, 779,,,
,,-,016010701,-,, 303, 303,,,
,,,,,, 1687 , 1687 ,,,
 13 ,GOVERNMENT GIRLS PRIMARY ,UC-2 KHALISA-II ,016010702,-, 722,, 722, 4,, 4
,SCHOOL AFGHAN COLONY ,QAZI KILLI ,,,,,,,,
,(MALE) PS-I,GHAZI KILLI ,,,,,,,,
,,LAKHKAR ,,,,,,,,
,,COLONY BIBI ,,,,,,,,
,,GARHI LAKHAR ,,,,,,,,
,,KILLI MOUZA ,,,,,,,,
,,GARHI BALOCH ,,,,,,,,
,,ABAD QAZI ,,,,,,,,
,,KILLI ROAD ,,,,,,,,
,,SHEIKH WALA ,,,,,,,,
,,ABADI GUL ,,,,,,,,
,,REHMAN ,,,,,,,,
,,QUARTER,,,,,,,,
,,-,016010703,-, 551,, 551,,,
,,-,016010704,-, 637,, 637,,,
,,-,016010707,-, 454,, 454,,,
,,,,, 2364 ,, 2364 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 5 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 14 ,GOVERNMENT PRIMARY ,UC-2 KHALISA-II ,016010702,-,, 352, 352,, 3, 3
,SCHOOL QAZI KALI (FEMALE),QAZI KILLI ,,,,,,,,
,,GHAZI KILLI ,,,,,,,,
,,LAKHKAR ,,,,,,,,
,,COLONY BIBI ,,,,,,,,
,,GARHI LAKHAR ,,,,,,,,
,,KILLI MOUZA ,,,,,,,,
,,GARHI BALOCH ,,,,,,,,
,,ABAD QAZI ,,,,,,,,
,,KILLI ROAD ,,,,,,,,
,,SHEIKH WALA ,,,,,,,,
,,ABADI GUL ,,,,,,,,
,,REHMAN ,,,,,,,,
,,QUARTER,,,,,,,,
,,-,016010703,-,, 331, 331,,,
,,-,016010704,-,, 425, 425,,,
,,-,016010707,-,, 254, 254,,,
,,,,,, 1362 , 1362 ,,,
 15 ,GOVRNMENT GIRLS PRIMARY ,UC-2 KHALISA-II ,016010705,-, 1198,, 1198, 4,, 4
,SCHOOL AFGHAN COLONY ,LATIFABAD NO ,,,,,,,,
,(MALE) PS-2,2 MOUZA ,,,,,,,,
,,GARHI BALOCH ,,,,,,,,
,,ABAD SARDAR ,,,,,,,,
,,KILLI NISHAD ,,,,,,,,
,,COLONY BANK ,,,,,,,,
,,OF BHUNDI ,,,,,,,,
,,RIVER ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD ,,,,,,,,
,,CHARSADA ,,,,,,,,
,,BUS STAD,,,,,,,,
,,-,016010706,-, 1065,, 1065,,,
,,,,, 2263 ,, 2263 ,,,
 16 ,WELFARE CENTER ,UC-2 KHALISA-II ,016010705,-,, 616, 616,, 2, 2
,PAPULATION DEPARTMENT ,LATIFABAD NO ,,,,,,,,
,NWFP MAIN ROAD LATIFABAD ,2 MOUZA ,,,,,,,,
,(FEMALE),GARHI BALOCH ,,,,,,,,
,,ABAD SARDAR ,,,,,,,,
,,KILLI NISHAD ,,,,,,,,
,,COLONY BANK ,,,,,,,,
,,OF BHUNDI ,,,,,,,,
,,RIVER ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD ,,,,,,,,
,,CHARSADA ,,,,,,,,
,,BUS STAD,,,,,,,,
,,-,016010706,-,, 516, 516,,,
,,,,,, 1132 , 1132 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 6 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 17 ,MUNICIPAL INTER COLLEGE ,UC-3 MAHAL ,016010504,-, 865,, 865, 4,, 4
,FOR GIRLS SHAHI BAGH (MALE) ,TARAI -I ,,,,,,,,
,(PS-1),ITTIHAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,STREET NO 8 ,,,,,,,,
,,TO 15 AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,ASIF COLONY ,,,,,,,,
,,BABA AMANAT ,,,,,,,,
,,SHAH ROAD,,,,,,,,
,,-,016010507,-, 319,, 319,,,
,,-,016010505,-, 587,, 587,,,
,,-,016010506,-, 393,, 393,,,
,,,,, 2164 ,, 2164 ,,,
 18 ,MUNICIPAL INTER COLLEGE ,UC-3 MAHAL ,016010504,-,, 531, 531,, 3, 3
,FOR GIRLS SHAHI BAGH ,TARAI -I ,,,,,,,,
,(FEMALE) PS-2,ITTIHAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,STREET NO 8 ,,,,,,,,
,,TO 15 AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,ASIF COLONY ,,,,,,,,
,,BABA AMANAT ,,,,,,,,
,,SHAH ROAD,,,,,,,,
,,-,016010507,-,, 258, 258,,,
,,-,016010505,-,, 516, 516,,,
,,-,016010506,-,, 263, 263,,,
,,,,,, 1568 , 1568 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 7 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 19 ,MUNICIPAL INTER COLLEGE ,UC-3 MAHAL ,016010603  SULTAN ABAD,-, 475, 475, 4, 4,,
,FOR GIRLS SHAHI BAGH (MALE) ,TARAI -I ,,,,,,,,
,(PS-3),STREET NO 9 ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,STREET NO 2 ,,,,,,,,
,,TO 10 AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,HUSSAIN KHAN ,,,,,,,,
,,STREET ,,,,,,,,
,,ASHRAFIA ,,,,,,,,
,,COLONY EID ,,,,,,,,
,,GAH ROAD ,,,,,,,,
,,JAMIA ,,,,,,,,
,,ASHRAFIA EID ,,,,,,,,
,,GAH  ,,,,,,,,
,,POPULATION ,,,,,,,,
,,BANK OF ,,,,,,,,
,,KABAL RIVER ,,,,,,,,
,,TO ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD,,,,,,,,
,,-,016010604,-, 617, 617,,,,
,,-,016010605,-, 633, 633,,,,
,,-,016020501,-, 457, 457,,,,
,,-,016020502,-, 368, 368,,,,
,,,,, 2550 , 2550 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 8 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 20 ,MUNICIPAL INTER COLLEGE ,UC-3 MAHAL ,016010603  SULTAN ABAD,-, 326, 326, 4, 4,,
,FOR GIRLS SHAHI BAGH ,TARAI -I ,,,,,,,,
,(FEMALE) (PS-4),STREET NO 9 ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,STREET NO 2 ,,,,,,,,
,,TO 10 AFGHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,HUSSAIN KHAN ,,,,,,,,
,,STREET ,,,,,,,,
,,ASHRAFIA ,,,,,,,,
,,COLONY EID ,,,,,,,,
,,GAH ROAD ,,,,,,,,
,,JAMIA ,,,,,,,,
,,ASHRAFIA EID ,,,,,,,,
,,GAH  ,,,,,,,,
,,POPULATION ,,,,,,,,
,,BANK OF ,,,,,,,,
,,KABAL RIVER ,,,,,,,,
,,TO ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD,,,,,,,,
,,-,016010604,-, 309, 309,,,,
,,-,016010605,-, 451, 451,,,,
,,-,016020501,-, 306, 306,,,,
,,-,016020502,-, 305, 305,,,,
,,,,, 1697 , 1697 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 9 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 21 ,GOVERNMENT GIRLS HIGH ,UC-3 MAHAL ,016020503  COLONY HUJRA JAMSHID ,-, 338, 338, 4, 4,,
,SCHOOL YOUSAF ABAD (MALE) ,TARAI-I LAI JAN ,BEJORI STREET INCLUDING HASSAN ,,,,,,,
,PS-I,"QUARTERS, ",KHAN STREET AFGHAN COLONY ,,,,,,,
,,MEHBOOB ,INCLUDING STREET NO 9 YOUSAF ABAD  ,,,,,,,
,,QUARTERS ,DALAZAK ROAD,,,,,,,
,,KHUSHAL ,,,,,,,,
,,HOUSE ITTIHAD ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,STREET NO 3 & ,,,,,,,,
,,4  ABADI ,,,,,,,,
,,MIDDLE ,,,,,,,,
,,ITTIHAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,INCLUDING ,,,,,,,,
,,ABADUL ,,,,,,,,
,,HAKEEM JAN ,,,,,,,,
,,MUHAMMAD ,,,,,,,,
,,MEHBOOB AND ,,,,,,,,
,,SARDAR ALI ,,,,,,,,
,,HOUSES ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,/ ITTIHAD ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,ASIF,,,,,,,,
,,-,016010503,-, 1605, 1605,,,,
,,-,016011401,-, 351, 351,,,,
,,-,016011402,-, 362, 362,,,,
,,-,016010404,-, 1138, 1138,,,,
,,-,016010405,-, 574, 574,,,,
,,,,, 4368 , 4368 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 10 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 22 ,GOVERNMENT PRIMARY ,UC-3 MAHAL ,016020503  COLONY HUJRA JAMSHID ,-,, 249, 249,, 4, 4
,SCHOOL AFGHAN COLONY NO ,TARAI-I LAI JAN ,BEJORI  STREET INCLDING HASSAN ,,,,,,,
,1 PESHAWAR (FEMALE) PS-1,"QUARTERS, ",KHAN STREET AFGHAN COLONY ,,,,,,,
,,MEHBOOB ,INCLUDING STREET NO 9 YOUSAF ABAD ,,,,,,,
,,QUARTERS ,DALAZAK ROAD.,,,,,,,
,,KHUSHAL ,,,,,,,,
,,HOUSE ITTIHAD ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,STREET NO 3 & ,,,,,,,,
,,4 ABADI ,,,,,,,,
,,MIDDLE ,,,,,,,,
,,ITTIHAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,INCLUDING ,,,,,,,,
,,ABADUL ,,,,,,,,
,,HAKEEM JAN ,,,,,,,,
,,MUHAMMAD ,,,,,,,,
,,MEHBOOB AND ,,,,,,,,
,,SARDAR ALI ,,,,,,,,
,,HOUSES ,,,,,,,,
,,AFGHAN ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,/ ITTIHAD ,,,,,,,,
,,COLONY ROAD ,,,,,,,,
,,ASIF,,,,,,,,
,,-,016010404,-,, 852, 852,,,
,,-,016010405,-,, 451, 451,,,
,,-,016010503,-,, 249, 249,,,
,,-,016011401,-,, 255, 255,,,
,,-,016011402,-,, 267, 267,,,
,,,,,, 2323 , 2323 ,,,
 23 ,GOVERNMENT GIRLS HIGH ,UC-3 MAHAL ,016011403,-, 377,, 377, 3,, 3
,SCHOOL YOUSAF ABAD (MALE) ,TARAI-I D.S.P ,,,,,,,,
,PS-2,IDREES HOUSE ,,,,,,,,
,,AMANAT ROAD ,,,,,,,,
,,MADINA ,,,,,,,,
,,MOSQUE AREA,,,,,,,,
,,-,016011404,-, 448,, 448,,,
,,-,016011405,-, 749,, 749,,,
,,,,, 1574 ,, 1574 ,,,
 24 ,GOVERNMENT GIRLS PRIMARY ,UC-3 MAHAL ,016011403,-,, 239, 239,, 2, 2
,SCHOOL AFGHAN COLONY NO ,TARAI-ID.S.P ,,,,,,,,
,1 PESHAWAR (FEMALE) PS-2,IDREES HOUSE ,,,,,,,,
,,AMANAT ROAD ,,,,,,,,
,,MADINA ,,,,,,,,
,,MOSQUE AREA,,,,,,,,
,,-,016011404,-,, 313, 313,,,
,,-,016011405,-,, 625, 625,,,
,,,,,, 1177 , 1177 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 11 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 25 ,GOVERNMENT PRIMARY ,UC-4 MAHAL ,016010204,-, 1023,, 1023, 4,, 4
,SCHOOL (BOYS) FAISAL ,TERAI-II ,,,,,,,,
,COLONY (MALE) PS-I,GULABAD ,,,,,,,,
,,COLONY NO 1 ,,,,,,,,
,,& 2 (QAZI ,,,,,,,,
,,TOWN) ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,GULAB ABAD ,,,,,,,,
,,COLONY  ,,,,,,,,
,,FAISAL ,,,,,,,,
,,COLONY NO 2,,,,,,,,
,,-,016010202,-, 607,, 607,,,
,,-,016010203,-, 1343,, 1343,,,
,,,,, 2973 ,, 2973 ,,,
 26 ,GOVERNMENT GIRLS PRIMARY ,UC-4 MAHAL ,016010204  INCLUDING GUL JUNGARHA ,-,, 586, 586,, 3, 3
,SCHOOL FAISAL COLONY NO .1 ,TERAI-II ,AND NADIR SHIWARI BANK OF BARA ,,,,,,,
,(FEMALE) PS.I,GULABAD ,ABADI AND BANK OF HAZAR KHAWANI ,,,,,,,
,,COLONY NO.1 ,CANAL.,,,,,,,
,,& 2 (QAZI ,,,,,,,,
,,TOWN) ,,,,,,,,
,,DALAZAK ,,,,,,,,
,,ROAD. GULAB ,,,,,,,,
,,ABAD COLONY ,,,,,,,,
,,FAISAL ,,,,,,,,
,,COLONY NO 2 ,,,,,,,,
,,GRADE ,,,,,,,,
,,"STATION, ",,,,,,,,
,,PRINCE AMIN ,,,,,,,,
,,COLONY GT ,,,,,,,,
,,ROAD WAPDA ,,,,,,,,
,,COLONY ,,,,,,,,
,,GULSHAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,FAISAL ,,,,,,,,
,,COLONY SAFI ,,,,,,,,
,,TOWN DARU UL ,,,,,,,,
,,ALOOM ,,,,,,,,
,,CHAMKANI ,,,,,,,,
,,ROAD AFRIDI ,,,,,,,,
,,GHARI,,,,,,,,
,,-,016010202,-,, 248, 248,,,
,,-,016010203,-,, 580, 580,,,
,,-,016010101,-,, 228, 228,,,
,,-,016010102,-,, 493, 493,,,
,,-,016010104,-,, 334, 334,,,
,,,,,, 2469 , 2469 ,,,
 27 ,GOVERNMENT PRIMARY ,UC-9 SIKANDER ,016010101,-, 551,, 551, 4,, 4
,SCHOOL FAISAL COLONY G.T ,TOWN,,,,,,,,
,ROAD HIDAYAT GHARI (MALE) ,-,016010102,-, 742,, 742,,,
,PS-2,,,,,,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 12 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
,,-,016010104,-, 491,, 491,,,
,,,, 1784 , 1784 ,,,,,
 28 ,GOVERNMENT PRIMARY ,UC-4 MALE ,016010207,-, 1025,, 1025, 4,, 4
,SCHOOL FAISAL COLONY GT ,TERAI-II- ,,,,,,,,
,ROAD HIDAYAT GHARI (MALE) ,MADINA ,,,,,,,,
,PS-2,COLONY ,,,,,,,,
,,MAHAL THERIA ,,,,,,,,
,,BILAL COLONY ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,KHATIBABAD ,,,,,,,,
,,FAISAL ,,,,,,,,
,,COLONY NO ,,,,,,,,
,,1&2 DALAZAK ,,,,,,,,
,,COLONY ,,,,,,,,
,,MUNICIPAL ,,,,,,,,
,,COLONY.,,,,,,,,
,,-,016010205,-, 532,, 532,,,
,,-,016010206,-, 1156,, 1156,,,
,,,,, 2713 ,, 2713 ,,,
 29 ,INDUSTRIAL HOME ,UC-4 MALE ,016010207,-,, 550, 550,, 3, 3
,CORPORATION COLONY ,TERAI-II- ,,,,,,,,
,(FEMALE),MADINA ,,,,,,,,
,,COLONY ,,,,,,,,
,,MAHAL THERIA ,,,,,,,,
,,BILAL COLONY ,,,,,,,,
,,LATIFABAD ,,,,,,,,
,,KHATIBABAD ,,,,,,,,
,,FAISAL ,,,,,,,,
,,COLONY NO ,,,,,,,,
,,1&2 DALAZAK ,,,,,,,,
,,COLONY ,,,,,,,,
,,MUNICIPAL ,,,,,,,,
,,COLONY.,,,,,,,,
,,-,016010205,-,, 379, 379,,,
,,-,016010206,-,, 701, 701,,,
,,,,,, 1630 , 1630 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 13 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 30 ,GOVERNMENT PRIMARY ,UC-4 MAHAL ,016011303,-, 1132,, 1132, 4,, 4
,SCHOOL ZARYAB COLONY NO 1 ,TERAI-II ,,,,,,,,
,QAZI ABAD (MALE),-IQBALCOLONY ,,,,,,,,
,,MUSLIM ,,,,,,,,
,,COLONY BABU ,,,,,,,,
,,TOWN AMJAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,GHARIB ABAD ,,,,,,,,
